m,n,k,p,algorithm,time,case
16384,16384,16384,144,ScaLAPACK [51] ,3043.36,strong
16384,16384,16384,252,ScaLAPACK [51] ,2239,strong
16384,16384,16384,252,ScaLAPACK [51] ,2328.56,strong
16384,16384,16384,252,ScaLAPACK [51] ,2373.34,strong
16384,16384,16384,256,ScaLAPACK [51] ,2224,strong
16384,16384,16384,256,ScaLAPACK [51] ,2268.48,strong
16384,16384,16384,256,ScaLAPACK [51] ,2112.8,strong
16384,16384,16384,288,ScaLAPACK [51] ,1928,strong
16384,16384,16384,288,ScaLAPACK [51] ,1966.56,strong
16384,16384,16384,288,ScaLAPACK [51] ,1773.76,strong
16384,16384,16384,468,ScaLAPACK [51] ,1565,strong
16384,16384,16384,468,ScaLAPACK [51] ,1596.3,strong
16384,16384,16384,468,ScaLAPACK [51] ,1424.15,strong
16384,16384,16384,512,ScaLAPACK [51] ,1319,strong
16384,16384,16384,512,ScaLAPACK [51] ,1358.57,strong
16384,16384,16384,512,ScaLAPACK [51] ,1200.29,strong
16384,16384,16384,576,ScaLAPACK [51] ,1290,strong
16384,16384,16384,576,ScaLAPACK [51] ,1341.6,strong
16384,16384,16384,576,ScaLAPACK [51] ,1367.4,strong
16384,16384,16384,900,ScaLAPACK [51] ,1117,strong
16384,16384,16384,900,ScaLAPACK [51] ,1072.32,strong
16384,16384,16384,900,ScaLAPACK [51] ,1195.19,strong
16384,16384,16384,972,ScaLAPACK [51] ,1058,strong
16384,16384,16384,972,ScaLAPACK [51] ,1079.16,strong
16384,16384,16384,972,ScaLAPACK [51] ,983.94,strong
16384,16384,16384,1024,ScaLAPACK [51] ,867,strong
16384,16384,16384,1024,ScaLAPACK [51] ,832.32,strong
16384,16384,16384,1024,ScaLAPACK [51] ,945.03,strong
16384,16384,16384,1152,ScaLAPACK [51] ,837,strong
16384,16384,16384,1152,ScaLAPACK [51] ,862.11,strong
16384,16384,16384,1152,ScaLAPACK [51] ,770.04,strong
16384,16384,16384,1332,ScaLAPACK [51] ,1253,strong
16384,16384,16384,1332,ScaLAPACK [51] ,1278.06,strong
16384,16384,16384,1332,ScaLAPACK [51] ,1353.24,strong
16384,16384,16384,2048,ScaLAPACK [51] ,760,strong
16384,16384,16384,2048,ScaLAPACK [51] ,737.2,strong
16384,16384,16384,2048,ScaLAPACK [51] ,706.8,strong
16384,16384,16384,2196,ScaLAPACK [51] ,1060,strong
16384,16384,16384,2196,ScaLAPACK [51] ,1038.8,strong
16384,16384,16384,2196,ScaLAPACK [51] ,964.6,strong
16384,16384,16384,2304,ScaLAPACK [51] ,647,strong
16384,16384,16384,2304,ScaLAPACK [51] ,621.12,strong
16384,16384,16384,2304,ScaLAPACK [51] ,614.65,strong
16384,16384,16384,2916,ScaLAPACK [51] ,649,strong
16384,16384,16384,2916,ScaLAPACK [51] ,623.04,strong
16384,16384,16384,2916,ScaLAPACK [51] ,597.08,strong
16384,16384,16384,3348,ScaLAPACK [51] ,635,strong
16384,16384,16384,3348,ScaLAPACK [51] ,615.95,strong
16384,16384,16384,3348,ScaLAPACK [51] ,584.2,strong
16384,16384,16384,4096,ScaLAPACK [51] ,1843,strong
16384,16384,16384,4096,ScaLAPACK [51] ,1861.43,strong
16384,16384,16384,4096,ScaLAPACK [51] ,1972.01,strong
16384,16384,16384,4608,ScaLAPACK [51] ,473,strong
16384,16384,16384,4608,ScaLAPACK [51] ,458.81,strong
16384,16384,16384,4608,ScaLAPACK [51] ,515.57,strong
16384,16384,16384,7236,ScaLAPACK [51] ,675,strong
16384,16384,16384,7236,ScaLAPACK [51] ,695.25,strong
16384,16384,16384,7236,ScaLAPACK [51] ,722.25,strong
16384,16384,16384,7776,ScaLAPACK [51] ,534,strong
16384,16384,16384,7776,ScaLAPACK [51] ,512.64,strong
16384,16384,16384,7776,ScaLAPACK [51] ,576.72,strong
16384,16384,16384,8192,ScaLAPACK [51] ,1449,strong
16384,16384,16384,8192,ScaLAPACK [51] ,1420.02,strong
16384,16384,16384,8192,ScaLAPACK [51] ,1333.08,strong
16384,16384,16384,9216,ScaLAPACK [51] ,412,strong
16384,16384,16384,9216,ScaLAPACK [51] ,420.24,strong
16384,16384,16384,9216,ScaLAPACK [51] ,391.4,strong
16384,16384,16384,11988,ScaLAPACK [51] ,473,strong
16384,16384,16384,11988,ScaLAPACK [51] ,468.27,strong
16384,16384,16384,11988,ScaLAPACK [51] ,435.15999999999997,strong
16384,16384,16384,16384,ScaLAPACK [51] ,377,strong
16384,16384,16384,16384,ScaLAPACK [51] ,373.23,strong
16384,16384,16384,16384,ScaLAPACK [51] ,343.07,strong
16384,16384,16384,17028,ScaLAPACK [51] ,395,strong
16384,16384,16384,17028,ScaLAPACK [51] ,398.95,strong
16384,16384,16384,17028,ScaLAPACK [51] ,371.3,strong
16384,16384,16384,18432,ScaLAPACK [51] ,297,strong
16384,16384,16384,18432,ScaLAPACK [51] ,288.09,strong
16384,16384,16384,18432,ScaLAPACK [51] ,279.18,strong
16384,16384,16384,128,CTF [47] ,2982,strong
16384,16384,16384,128,CTF [47] ,3041.64,strong
16384,16384,16384,128,CTF [47] ,2803.08,strong
16384,16384,16384,144,CTF [47] ,2861,strong
16384,16384,16384,144,CTF [47] ,2975.44,strong
16384,16384,16384,144,CTF [47] ,3089.88,strong
16384,16384,16384,252,CTF [47] ,2623,strong
16384,16384,16384,252,CTF [47] ,2518.08,strong
16384,16384,16384,252,CTF [47] ,2386.93,strong
16384,16384,16384,256,CTF [47] ,2019,strong
16384,16384,16384,256,CTF [47] ,2099.76,strong
16384,16384,16384,256,CTF [47] ,2119.95,strong
16384,16384,16384,288,CTF [47] ,2002,strong
16384,16384,16384,288,CTF [47] ,2082.08,strong
16384,16384,16384,288,CTF [47] ,1901.9,strong
16384,16384,16384,468,CTF [47] ,2080,strong
16384,16384,16384,468,CTF [47] ,2038.4,strong
16384,16384,16384,468,CTF [47] ,2184.0,strong
16384,16384,16384,512,CTF [47] ,1548,strong
16384,16384,16384,512,CTF [47] ,1563.48,strong
16384,16384,16384,512,CTF [47] ,1671.84,strong
16384,16384,16384,576,CTF [47] ,1535,strong
16384,16384,16384,576,CTF [47] ,1504.3,strong
16384,16384,16384,576,CTF [47] ,1442.9,strong
16384,16384,16384,900,CTF [47] ,1528,strong
16384,16384,16384,900,CTF [47] ,1482.16,strong
16384,16384,16384,900,CTF [47] ,1421.04,strong
16384,16384,16384,972,CTF [47] ,1756,strong
16384,16384,16384,972,CTF [47] ,1791.12,strong
16384,16384,16384,972,CTF [47] ,1668.2,strong
16384,16384,16384,1024,CTF [47] ,1478,strong
16384,16384,16384,1024,CTF [47] ,1463.22,strong
16384,16384,16384,1024,CTF [47] ,1359.76,strong
16384,16384,16384,1152,CTF [47] ,1471,strong
16384,16384,16384,1152,CTF [47] ,1441.58,strong
16384,16384,16384,1152,CTF [47] ,1353.32,strong
16384,16384,16384,1332,CTF [47] ,2052,strong
16384,16384,16384,1332,CTF [47] ,1969.92,strong
16384,16384,16384,1332,CTF [47] ,1867.32,strong
16384,16384,16384,2048,CTF [47] ,1528,strong
16384,16384,16384,2048,CTF [47] ,1497.44,strong
16384,16384,16384,2048,CTF [47] ,1634.96,strong
16384,16384,16384,2196,CTF [47] ,1582,strong
16384,16384,16384,2196,CTF [47] ,1629.46,strong
16384,16384,16384,2196,CTF [47] ,1455.44,strong
16384,16384,16384,2304,CTF [47] ,1364,strong
16384,16384,16384,2304,CTF [47] ,1309.44,strong
16384,16384,16384,2304,CTF [47] ,1459.48,strong
16384,16384,16384,2916,CTF [47] ,1234,strong
16384,16384,16384,2916,CTF [47] ,1196.98,strong
16384,16384,16384,2916,CTF [47] ,1332.72,strong
16384,16384,16384,3348,CTF [47] ,2236,strong
16384,16384,16384,3348,CTF [47] ,2258.36,strong
16384,16384,16384,3348,CTF [47] ,2101.84,strong
16384,16384,16384,4096,CTF [47] ,1090,strong
16384,16384,16384,4096,CTF [47] ,1046.4,strong
16384,16384,16384,4096,CTF [47] ,1002.8,strong
16384,16384,16384,4608,CTF [47] ,1464,strong
16384,16384,16384,4608,CTF [47] ,1449.36,strong
16384,16384,16384,4608,CTF [47] ,1595.76,strong
16384,16384,16384,7236,CTF [47] ,923,strong
16384,16384,16384,7236,CTF [47] ,950.69,strong
16384,16384,16384,7236,CTF [47] ,849.16,strong
16384,16384,16384,7776,CTF [47] ,1135,strong
16384,16384,16384,7776,CTF [47] ,1157.7,strong
16384,16384,16384,7776,CTF [47] ,1203.1,strong
16384,16384,16384,8192,CTF [47] ,1205,strong
16384,16384,16384,8192,CTF [47] ,1253.2,strong
16384,16384,16384,8192,CTF [47] ,1301.4,strong
16384,16384,16384,9216,CTF [47] ,924,strong
16384,16384,16384,9216,CTF [47] ,960.96,strong
16384,16384,16384,9216,CTF [47] ,868.56,strong
16384,16384,16384,11988,CTF [47] ,716,strong
16384,16384,16384,11988,CTF [47] ,744.64,strong
16384,16384,16384,11988,CTF [47] ,680.2,strong
16384,16384,16384,16384,CTF [47] ,741,strong
16384,16384,16384,16384,CTF [47] ,733.59,strong
16384,16384,16384,16384,CTF [47] ,696.54,strong
16384,16384,16384,17028,CTF [47] ,523,strong
16384,16384,16384,17028,CTF [47] ,517.77,strong
16384,16384,16384,17028,CTF [47] ,481.15999999999997,strong
16384,16384,16384,18432,CTF [47] ,1059,strong
16384,16384,16384,18432,CTF [47] ,1090.77,strong
16384,16384,16384,18432,CTF [47] ,1006.05,strong
16384,16384,16384,128,COSMA (this work) ,2558.35,strong
16384,16384,16384,128,COSMA (this work) ,2481.5995,strong
16384,16384,16384,128,COSMA (this work) ,2430.4325,strong
16384,16384,16384,144,COSMA (this work) ,2382.6,strong
16384,16384,16384,144,COSMA (this work) ,2311.122,strong
16384,16384,16384,144,COSMA (this work) ,2191.9919999999997,strong
16384,16384,16384,252,COSMA (this work) ,1557.05,strong
16384,16384,16384,252,COSMA (this work) ,1494.768,strong
16384,16384,16384,252,COSMA (this work) ,1479.1975,strong
16384,16384,16384,256,COSMA (this work) ,1450.6499999999999,strong
16384,16384,16384,256,COSMA (this work) ,1436.1435,strong
16384,16384,16384,256,COSMA (this work) ,1320.0915,strong
16384,16384,16384,288,COSMA (this work) ,1286.3,strong
16384,16384,16384,288,COSMA (this work) ,1324.889,strong
16384,16384,16384,288,COSMA (this work) ,1389.204,strong
16384,16384,16384,468,COSMA (this work) ,1047.85,strong
16384,16384,16384,468,COSMA (this work) ,1079.2855,strong
16384,16384,16384,468,COSMA (this work) ,974.5004999999999,strong
16384,16384,16384,512,COSMA (this work) ,791.3499999999999,strong
16384,16384,16384,512,COSMA (this work) ,823.0039999999999,strong
16384,16384,16384,512,COSMA (this work) ,862.5714999999999,strong
16384,16384,16384,576,COSMA (this work) ,772.3499999999999,strong
16384,16384,16384,576,COSMA (this work) ,795.5204999999999,strong
16384,16384,16384,576,COSMA (this work) ,841.8614999999999,strong
16384,16384,16384,900,COSMA (this work) ,596.6,strong
16384,16384,16384,900,COSMA (this work) ,578.702,strong
16384,16384,16384,900,COSMA (this work) ,644.328,strong
16384,16384,16384,972,COSMA (this work) ,506.34999999999997,strong
16384,16384,16384,972,COSMA (this work) ,486.09599999999995,strong
16384,16384,16384,972,COSMA (this work) ,531.6675,strong
16384,16384,16384,1024,COSMA (this work) ,524.4,strong
16384,16384,16384,1024,COSMA (this work) ,540.132,strong
16384,16384,16384,1024,COSMA (this work) ,498.17999999999995,strong
16384,16384,16384,1152,COSMA (this work) ,420.84999999999997,strong
16384,16384,16384,1152,COSMA (this work) ,416.64149999999995,strong
16384,16384,16384,1152,COSMA (this work) ,382.97349999999994,strong
16384,16384,16384,1332,COSMA (this work) ,471.2,strong
16384,16384,16384,1332,COSMA (this work) ,466.488,strong
16384,16384,16384,1332,COSMA (this work) ,438.216,strong
16384,16384,16384,2048,COSMA (this work) ,370.5,strong
16384,16384,16384,2048,COSMA (this work) ,374.205,strong
16384,16384,16384,2048,COSMA (this work) ,344.565,strong
16384,16384,16384,2196,COSMA (this work) ,305.9,strong
16384,16384,16384,2196,COSMA (this work) ,318.13599999999997,strong
16384,16384,16384,2196,COSMA (this work) ,321.195,strong
16384,16384,16384,2304,COSMA (this work) ,242.25,strong
16384,16384,16384,2304,COSMA (this work) ,239.8275,strong
16384,16384,16384,2304,COSMA (this work) ,227.715,strong
16384,16384,16384,2916,COSMA (this work) ,247.95,strong
16384,16384,16384,2916,COSMA (this work) ,238.03199999999998,strong
16384,16384,16384,2916,COSMA (this work) ,262.827,strong
16384,16384,16384,3348,COSMA (this work) ,247.0,strong
16384,16384,16384,3348,COSMA (this work) ,249.47,strong
16384,16384,16384,3348,COSMA (this work) ,266.76,strong
16384,16384,16384,4096,COSMA (this work) ,181.45,strong
16384,16384,16384,4096,COSMA (this work) ,174.19199999999998,strong
16384,16384,16384,4096,COSMA (this work) ,190.52249999999998,strong
16384,16384,16384,4608,COSMA (this work) ,162.45,strong
16384,16384,16384,4608,COSMA (this work) ,155.952,strong
16384,16384,16384,4608,COSMA (this work) ,151.0785,strong
16384,16384,16384,7236,COSMA (this work) ,171.95,strong
16384,16384,16384,7236,COSMA (this work) ,177.1085,strong
16384,16384,16384,7236,COSMA (this work) ,183.98649999999998,strong
16384,16384,16384,7776,COSMA (this work) ,129.2,strong
16384,16384,16384,7776,COSMA (this work) ,125.32399999999998,strong
16384,16384,16384,7776,COSMA (this work) ,135.66,strong
16384,16384,16384,8192,COSMA (this work) ,122.55,strong
16384,16384,16384,8192,COSMA (this work) ,123.7755,strong
16384,16384,16384,8192,COSMA (this work) ,131.1285,strong
16384,16384,16384,9216,COSMA (this work) ,100.69999999999999,strong
16384,16384,16384,9216,COSMA (this work) ,103.72099999999999,strong
16384,16384,16384,9216,COSMA (this work) ,109.76299999999999,strong
16384,16384,16384,11988,COSMA (this work) ,137.75,strong
16384,16384,16384,11988,COSMA (this work) ,134.995,strong
16384,16384,16384,11988,COSMA (this work) ,147.3925,strong
16384,16384,16384,16384,COSMA (this work) ,81.7,strong
16384,16384,16384,16384,COSMA (this work) ,82.517,strong
16384,16384,16384,16384,COSMA (this work) ,88.236,strong
16384,16384,16384,17028,COSMA (this work) ,96.89999999999999,strong
16384,16384,16384,17028,COSMA (this work) ,100.776,strong
16384,16384,16384,17028,COSMA (this work) ,101.74499999999999,strong
16384,16384,16384,18432,COSMA (this work) ,82.64999999999999,strong
16384,16384,16384,18432,COSMA (this work) ,80.17049999999999,strong
16384,16384,16384,18432,COSMA (this work) ,86.78249999999998,strong
16329,16329,16329,128,CARMA [21] ,3103.8,memory_p1
16329,16329,16329,128,CARMA [21] ,3041.724,memory_p1
16329,16329,16329,128,CARMA [21] ,3290.0280000000002,memory_p1
23094,23094,23094,256,CARMA [21] ,11009.25,memory_p1
23094,23094,23094,256,CARMA [21] ,10568.88,memory_p1
23094,23094,23094,256,CARMA [21] ,11779.8975,memory_p1
31622,31622,31622,512,CARMA [21] ,6588.75,memory_p1
31622,31622,31622,512,CARMA [21] ,6720.525,memory_p1
31622,31622,31622,512,CARMA [21] ,6193.425,memory_p1
43969,43969,43969,1024,CARMA [21] ,30833.25,memory_p1
43969,43969,43969,1024,CARMA [21] ,29908.2525,memory_p1
43969,43969,43969,1024,CARMA [21] ,28674.9225,memory_p1
61644,61644,61644,2048,CARMA [21] ,12254.550000000001,memory_p1
61644,61644,61644,2048,CARMA [21] ,12499.641000000001,memory_p1
61644,61644,61644,2048,CARMA [21] ,11274.186000000002,memory_p1
87177,87177,87177,4096,CARMA [21] ,98137.2,memory_p1
87177,87177,87177,4096,CARMA [21] ,95193.084,memory_p1
87177,87177,87177,4096,CARMA [21] ,90286.224,memory_p1
123288,123288,123288,8192,CARMA [21] ,29132.25,memory_p1
123288,123288,123288,8192,CARMA [21] ,27966.96,memory_p1
123288,123288,123288,8192,CARMA [21] ,27384.315,memory_p1
174355,174355,174355,16384,CARMA [21] ,64247.4,memory_p1
174355,174355,174355,16384,CARMA [21] ,62319.978,memory_p1
174355,174355,174355,16384,CARMA [21] ,60392.556000000004,memory_p1
16329,16329,16329,128,ScaLAPACK [51] ,3999,memory_p1
16329,16329,16329,128,ScaLAPACK [51] ,4078.98,memory_p1
16329,16329,16329,128,ScaLAPACK [51] ,3639.09,memory_p1
16329,16329,16329,144,ScaLAPACK [51] ,3285,memory_p1
16329,16329,16329,144,ScaLAPACK [51] ,3416.4,memory_p1
16329,16329,16329,144,ScaLAPACK [51] ,3482.1,memory_p1
21602,21602,21602,252,ScaLAPACK [51] ,4541,memory_p1
21602,21602,21602,252,ScaLAPACK [51] ,4586.41,memory_p1
21602,21602,21602,252,ScaLAPACK [51] ,4858.87,memory_p1
23094,23094,23094,256,ScaLAPACK [51] ,5453,memory_p1
23094,23094,23094,256,ScaLAPACK [51] ,5234.88,memory_p1
23094,23094,23094,256,ScaLAPACK [51] ,5016.76,memory_p1
23094,23094,23094,288,ScaLAPACK [51] ,4667,memory_p1
23094,23094,23094,288,ScaLAPACK [51] ,4853.68,memory_p1
23094,23094,23094,288,ScaLAPACK [51] ,4246.97,memory_p1
29439,29439,29439,468,ScaLAPACK [51] ,6813,memory_p1
29439,29439,29439,468,ScaLAPACK [51] ,6608.61,memory_p1
29439,29439,29439,468,ScaLAPACK [51] ,6267.96,memory_p1
31622,31622,31622,512,ScaLAPACK [51] ,7678,memory_p1
31622,31622,31622,512,ScaLAPACK [51] ,7908.34,memory_p1
31622,31622,31622,512,ScaLAPACK [51] ,7063.76,memory_p1
32659,32659,32659,576,ScaLAPACK [51] ,7631,memory_p1
32659,32659,32659,576,ScaLAPACK [51] ,7936.24,memory_p1
32659,32659,32659,576,ScaLAPACK [51] ,6944.21,memory_p1
40824,40824,40824,900,ScaLAPACK [51] ,10492,memory_p1
40824,40824,40824,900,ScaLAPACK [51] ,10282.16,memory_p1
40824,40824,40824,900,ScaLAPACK [51] ,9967.4,memory_p1
42426,42426,42426,972,ScaLAPACK [51] ,10522,memory_p1
42426,42426,42426,972,ScaLAPACK [51] ,10311.56,memory_p1
42426,42426,42426,972,ScaLAPACK [51] ,11153.32,memory_p1
43969,43969,43969,1024,ScaLAPACK [51] ,10522,memory_p1
43969,43969,43969,1024,ScaLAPACK [51] ,10627.22,memory_p1
43969,43969,43969,1024,ScaLAPACK [51] ,9785.46,memory_p1
46188,46188,46188,1152,ScaLAPACK [51] ,10454,memory_p1
46188,46188,46188,1152,ScaLAPACK [51] ,10035.84,memory_p1
46188,46188,46188,1152,ScaLAPACK [51] ,9826.76,memory_p1
49665,49665,49665,1332,ScaLAPACK [51] ,15298,memory_p1
49665,49665,49665,1332,ScaLAPACK [51] ,14839.06,memory_p1
49665,49665,49665,1332,ScaLAPACK [51] ,16062.9,memory_p1
61644,61644,61644,2048,ScaLAPACK [51] ,15861,memory_p1
61644,61644,61644,2048,ScaLAPACK [51] ,16336.83,memory_p1
61644,61644,61644,2048,ScaLAPACK [51] ,14750.73,memory_p1
63770,63770,63770,2196,ScaLAPACK [51] ,22711,memory_p1
63770,63770,63770,2196,ScaLAPACK [51] ,22483.89,memory_p1
63770,63770,63770,2196,ScaLAPACK [51] ,21121.23,memory_p1
65319,65319,65319,2304,ScaLAPACK [51] ,18119,memory_p1
65319,65319,65319,2304,ScaLAPACK [51] ,18843.76,memory_p1
65319,65319,65319,2304,ScaLAPACK [51] ,19387.33,memory_p1
73484,73484,73484,2916,ScaLAPACK [51] ,22213,memory_p1
73484,73484,73484,2916,ScaLAPACK [51] ,23101.52,memory_p1
73484,73484,73484,2916,ScaLAPACK [51] ,23767.91,memory_p1
78740,78740,78740,3348,ScaLAPACK [51] ,24390,memory_p1
78740,78740,78740,3348,ScaLAPACK [51] ,25121.7,memory_p1
78740,78740,78740,3348,ScaLAPACK [51] ,22682.7,memory_p1
87177,87177,87177,4096,ScaLAPACK [51] ,52170,memory_p1
87177,87177,87177,4096,ScaLAPACK [51] ,50604.9,memory_p1
87177,87177,87177,4096,ScaLAPACK [51] ,47474.7,memory_p1
92376,92376,92376,4608,ScaLAPACK [51] ,24829,memory_p1
92376,92376,92376,4608,ScaLAPACK [51] ,25573.87,memory_p1
92376,92376,92376,4608,ScaLAPACK [51] ,22594.39,memory_p1
115758,115758,115758,7236,ScaLAPACK [51] ,38827,memory_p1
115758,115758,115758,7236,ScaLAPACK [51] ,38438.73,memory_p1
115758,115758,115758,7236,ScaLAPACK [51] ,40768.35,memory_p1
120000,120000,120000,7776,ScaLAPACK [51] ,35278,memory_p1
120000,120000,120000,7776,ScaLAPACK [51] ,34925.22,memory_p1
120000,120000,120000,7776,ScaLAPACK [51] ,33514.1,memory_p1
123288,123288,123288,8192,ScaLAPACK [51] ,93935,memory_p1
123288,123288,123288,8192,ScaLAPACK [51] ,91116.95,memory_p1
123288,123288,123288,8192,ScaLAPACK [51] ,101449.8,memory_p1
130639,130639,130639,9216,ScaLAPACK [51] ,41795,memory_p1
130639,130639,130639,9216,ScaLAPACK [51] ,41377.05,memory_p1
130639,130639,130639,9216,ScaLAPACK [51] ,38033.45,memory_p1
148996,148996,148996,11988,ScaLAPACK [51] ,51413,memory_p1
148996,148996,148996,11988,ScaLAPACK [51] ,50898.87,memory_p1
148996,148996,148996,11988,ScaLAPACK [51] ,55526.04,memory_p1
174355,174355,174355,16384,ScaLAPACK [51] ,51273,memory_p1
174355,174355,174355,16384,ScaLAPACK [51] ,50247.54,memory_p1
174355,174355,174355,16384,ScaLAPACK [51] ,55374.84,memory_p1
177576,177576,177576,17028,ScaLAPACK [51] ,62100,memory_p1
177576,177576,177576,17028,ScaLAPACK [51] ,59616.0,memory_p1
177576,177576,177576,17028,ScaLAPACK [51] ,65205.0,memory_p1
184752,184752,184752,18432,ScaLAPACK [51] ,54280,memory_p1
184752,184752,184752,18432,ScaLAPACK [51] ,55365.6,memory_p1
184752,184752,184752,18432,ScaLAPACK [51] ,58622.4,memory_p1
16329,16329,16329,128,CTF [47] ,3223,memory_p1
16329,16329,16329,128,CTF [47] ,3158.54,memory_p1
16329,16329,16329,128,CTF [47] ,2965.16,memory_p1
16329,16329,16329,144,CTF [47] ,2845,memory_p1
16329,16329,16329,144,CTF [47] ,2759.65,memory_p1
16329,16329,16329,144,CTF [47] ,3044.15,memory_p1
21602,21602,21602,252,CTF [47] ,4643,memory_p1
21602,21602,21602,252,CTF [47] ,4782.29,memory_p1
21602,21602,21602,252,CTF [47] ,5060.87,memory_p1
23094,23094,23094,256,CTF [47] ,4597,memory_p1
23094,23094,23094,256,CTF [47] ,4734.91,memory_p1
23094,23094,23094,256,CTF [47] ,4918.79,memory_p1
23094,23094,23094,288,CTF [47] ,5023,memory_p1
23094,23094,23094,288,CTF [47] ,5223.92,memory_p1
23094,23094,23094,288,CTF [47] ,4570.93,memory_p1
29439,29439,29439,468,CTF [47] ,7921,memory_p1
29439,29439,29439,468,CTF [47] ,8237.84,memory_p1
29439,29439,29439,468,CTF [47] ,7366.53,memory_p1
31622,31622,31622,512,CTF [47] ,7870,memory_p1
31622,31622,31622,512,CTF [47] ,7555.2,memory_p1
31622,31622,31622,512,CTF [47] ,7476.5,memory_p1
32659,32659,32659,576,CTF [47] ,7795,memory_p1
32659,32659,32659,576,CTF [47] ,8106.8,memory_p1
32659,32659,32659,576,CTF [47] ,7171.4,memory_p1
40824,40824,40824,900,CTF [47] ,11726,memory_p1
40824,40824,40824,900,CTF [47] ,11256.96,memory_p1
40824,40824,40824,900,CTF [47] ,12312.3,memory_p1
42426,42426,42426,972,CTF [47] ,14397,memory_p1
42426,42426,42426,972,CTF [47] ,13821.12,memory_p1
42426,42426,42426,972,CTF [47] ,15116.85,memory_p1
43969,43969,43969,1024,CTF [47] ,13036,memory_p1
43969,43969,43969,1024,CTF [47] ,12905.64,memory_p1
43969,43969,43969,1024,CTF [47] ,12123.48,memory_p1
46188,46188,46188,1152,CTF [47] ,15056,memory_p1
46188,46188,46188,1152,CTF [47] ,14604.32,memory_p1
46188,46188,46188,1152,CTF [47] ,13851.52,memory_p1
49665,49665,49665,1332,CTF [47] ,23551,memory_p1
49665,49665,49665,1332,CTF [47] ,24493.04,memory_p1
49665,49665,49665,1332,CTF [47] ,24964.06,memory_p1
61644,61644,61644,2048,CTF [47] ,23786,memory_p1
61644,61644,61644,2048,CTF [47] ,24261.72,memory_p1
61644,61644,61644,2048,CTF [47] ,22120.98,memory_p1
63770,63770,63770,2196,CTF [47] ,25978,memory_p1
63770,63770,63770,2196,CTF [47] ,26497.56,memory_p1
63770,63770,63770,2196,CTF [47] ,23639.98,memory_p1
65319,65319,65319,2304,CTF [47] ,25874,memory_p1
65319,65319,65319,2304,CTF [47] ,25097.78,memory_p1
65319,65319,65319,2304,CTF [47] ,24321.56,memory_p1
73484,73484,73484,2916,CTF [47] ,30300,memory_p1
73484,73484,73484,2916,CTF [47] ,30906.0,memory_p1
73484,73484,73484,2916,CTF [47] ,32724.0,memory_p1
78740,78740,78740,3348,CTF [47] ,52629,memory_p1
78740,78740,78740,3348,CTF [47] ,52102.71,memory_p1
78740,78740,78740,3348,CTF [47] ,47892.39,memory_p1
87177,87177,87177,4096,CTF [47] ,35659,memory_p1
87177,87177,87177,4096,CTF [47] ,37085.36,memory_p1
87177,87177,87177,4096,CTF [47] ,38155.13,memory_p1
92376,92376,92376,4608,CTF [47] ,51715,memory_p1
92376,92376,92376,4608,CTF [47] ,53266.45,memory_p1
92376,92376,92376,4608,CTF [47] ,47577.8,memory_p1
115758,115758,115758,7236,CTF [47] ,43082,memory_p1
115758,115758,115758,7236,CTF [47] ,41358.72,memory_p1
115758,115758,115758,7236,CTF [47] ,40497.08,memory_p1
120000,120000,120000,7776,CTF [47] ,72448,memory_p1
120000,120000,120000,7776,CTF [47] ,70999.04,memory_p1
120000,120000,120000,7776,CTF [47] ,68101.12,memory_p1
123288,123288,123288,8192,CTF [47] ,72923,memory_p1
123288,123288,123288,8192,CTF [47] ,70735.31,memory_p1
123288,123288,123288,8192,CTF [47] ,66359.93,memory_p1
130639,130639,130639,9216,CTF [47] ,75115,memory_p1
130639,130639,130639,9216,CTF [47] ,75866.15,memory_p1
130639,130639,130639,9216,CTF [47] ,78870.75,memory_p1
148996,148996,148996,11988,CTF [47] ,80773,memory_p1
148996,148996,148996,11988,CTF [47] ,81580.73,memory_p1
148996,148996,148996,11988,CTF [47] ,84811.65,memory_p1
174355,174355,174355,16384,CTF [47] ,98884,memory_p1
174355,174355,174355,16384,CTF [47] ,99872.84,memory_p1
174355,174355,174355,16384,CTF [47] ,107783.56,memory_p1
177576,177576,177576,17028,CTF [47] ,205508,memory_p1
177576,177576,177576,17028,CTF [47] ,209618.16,memory_p1
177576,177576,177576,17028,CTF [47] ,191122.44,memory_p1
184752,184752,184752,18432,CTF [47] ,145604,memory_p1
184752,184752,184752,18432,CTF [47] ,139779.84,memory_p1
184752,184752,184752,18432,CTF [47] ,138323.8,memory_p1
16329,16329,16329,128,COSMA (this work) ,2585.9,memory_p1
16329,16329,16329,128,COSMA (this work) ,2611.759,memory_p1
16329,16329,16329,128,COSMA (this work) ,2741.054,memory_p1
16329,16329,16329,144,COSMA (this work) ,2313.25,memory_p1
16329,16329,16329,144,COSMA (this work) ,2382.6475,memory_p1
16329,16329,16329,144,COSMA (this work) ,2428.9125,memory_p1
21602,21602,21602,252,COSMA (this work) ,3169.2,memory_p1
21602,21602,21602,252,COSMA (this work) ,3295.968,memory_p1
21602,21602,21602,252,COSMA (this work) ,2979.048,memory_p1
23094,23094,23094,256,COSMA (this work) ,3804.75,memory_p1
23094,23094,23094,256,COSMA (this work) ,3880.845,memory_p1
23094,23094,23094,256,COSMA (this work) ,3462.3225,memory_p1
23094,23094,23094,288,COSMA (this work) ,3212.8999999999996,memory_p1
